Year,Country,GDP,GDP per capita,Population,Government expenditure on education,Expenditure on tertiary education,"School enrollment, tertiary",Continent
2020,Greenland,3082884653,54693.07668,56367.0,..,..,..,North America
2020,Grenada,1043411111,8437.536782,123663.0,..,..,..,North America
2020,Guam,5916000000,34958.13415,169231.0,..,..,..,Oceania
2020,Guatemala,77715183063,4609.897258,16858333.0,19.05345345,..,18.69400024,North America
2020,Guinea,14177835841,1073.659339,13205153.0,14.29006004,..,5.770999908,Africa
2020,Guinea-Bissau,1520479985,754.270694,2015828.0,..,..,..,Africa
2020,Guyana,5471256595,6863.074346,797202.0,..,..,..,South America
2020,Haiti,14508222518,1283.141228,11306801.0,10.00399971,..,..,North America
2020,Honduras,23352232484,2307.13093,10121763.0,..,..,..,North America
2020,Hungary,1.57289E+11,16131.95404,9750149.0,9.333879471,..,54.6012001,Europe
2020,Iceland,21629953194,59023.56635,366463.0,15.87585068,..,74.59060669,Europe
2020,Ireland,4.28609E+11,85973.08849,4985382.0,11.87757587,..,74.68031311,Europe
2020,Isle of Man,6684225641,79530.56232,84046.0,..,..,..,Europe
2020,Italy,1.89746E+12,31922.91916,59438851.0,7.493881702,..,68.72290039,Europe
2020,Jamaica,13812421836,4897.264762,2820436.0,..,..,..,North America
2020,Japan,5.05559E+12,40040.76551,126261000.0,7.292849541,..,62.13584137,Asia
2020,Kazakhstan,1.71082E+11,9121.636409,18755666.0,20.16492653,..,64.84999847,Asia
2020,Kenya,1.00658E+11,1936.250755,51985780.0,17.92133331,..,19.34900093,Africa
2020,Kiribati,222973879.7,1763.155071,126463.0,12.45644855,..,..,Oceania
2020,"Korea, Dem. People's Rep.",..,..,25867467.0,..,..,..,Asia
2020,Kosovo,7717145218,4310.934002,1790133.0,..,..,..,Europe
2020,Kyrgyz Republic,8270468614,1256.929226,6579900.0,20.81489754,..,45.92399979,Asia
2020,Lao PDR,18981805250,2593.355718,7319399.0,10.91100025,..,12.58399963,Asia
2020,Latvia,34390910339,18096.20271,1900449.0,13.70331764,..,94.51083374,Europe
2020,Lesotho,2053338465,910.9349475,2254100.0,14.77099991,..,..,Africa
2020,Liberia,3176126340,624.28971,5087584.0,13.7130003,..,..,Africa
2020,Libya,65688454972,9872.111144,6653942.0,..,..,..,Africa
2020,Liechtenstein,6405870210,165287.1868,38756.0,..,..,42.59860992,Europe
2020,Lithuania,56964942999,20381.85578,2794885.0,12.17055798,..,70.78690338,Europe
2020,Luxembourg,73699366700,116905.3704,630419.0,10.65698624,..,19.96138954,Europe
2020,"Macao SAR, China",25343525936,37474.73459,676283.0,12.29888248,..,86.79566956,Asia
2020,Madagascar,13051441204,462.4042288,28225177.0,15.33699989,..,5.676859856,Africa
2020,Malawi,12041250084,621.4177725,19377061.0,..,..,2.433000088,Africa
2020,Maldives,3712604583,7216.816377,514438.0,10.50500011,..,..,Asia
2020,Mali,17465392764,822.9061368,21224040.0,15.1426096,..,..,Africa
2020,Malta,15249999048,29592.57148,515332.0,12.54180145,..,62.87525177,Europe
2020,Marshall Islands,240751144.4,5545.600267,43413.0,19.36899948,..,..,Oceania
2020,Mauritania,8260752385,1836.292411,4498604.0,9.727089882,..,5.951250076,Africa
2020,Mauritius,11408106446,9011.042884,1266014.0,12.52796745,..,42.78414917,Africa
2020,Mexico,1.12083E+12,8895.615216,125998302.0,16.19585991,..,45.16545105,North America
2020,"Micronesia, Fed. Sts.",372000000,3318.288049,112106.0,18.61499977,..,..,Oceania
2020,Moldova,11530746234,4375.778893,2635130.0,17.17365074,..,56.24251938,Europe
2020,Mongolia,13312981429,4041.174146,3294335.0,11.25677681,..,64.54799652,Asia
2020,Montenegro,4769996866,7677.371321,621306.0,..,..,56.8306694,Europe
2020,Morocco,1.21354E+11,3258.269043,36688772.0,24.15800095,..,40.02001953,Africa
2020,Mozambique,14235420174,456.5819184,31178239.0,17.93499947,..,..,Africa
2020,Myanmar,79006113643,1478.872786,53423198.0,..,..,..,Asia
2020,Namibia,10583748542,4252.04172,2489098.0,24.94099998,..,28.36824036,Africa
2020,Nauru,124685688.2,10124.70062,12315.0,..,..,..,Oceania
2020,Nepal,33433659301,1139.189895,29348627.0,11.46237183,..,13.93122959,Asia
2020,Netherlands,9.09793E+11,52162.57012,17441500.0,10.94425392,..,85.11045074,Europe
2020,New Caledonia,9454629468,34877.63563,271080.0,..,..,..,Oceania
2020,New Zealand,2.12698E+11,41785.69229,5090200.0,14.43650246,..,75.73483276,Oceania
2020,Nicaragua,12681548304,1877.108555,6755895.0,22.68799973,..,18.68600082,North America
2020,Niger,13744653103,564.8416623,24333639.0,13.33300018,..,4.271999836,Africa
2020,Nigeria,4.32199E+11,2074.613748,208327405.0,..,..,..,Africa
2020,North Macedonia,12361036914,6659.596511,1856124.0,..,..,40.42964172,Europe
2020,Northern Mariana Islands,858000000,17302.92214,49587.0,..,..,..,Oceania
2020,Norway,3.67633E+11,68340.0181,5379475.0,10.1225462,..,87.16853333,Europe
2020,Palau,261179138.2,14532.55832,17972.0,..,..,..,Oceania
2020,Panama,57086836900,13293.3332,4294396.0,10.1239996,..,45.22066116,North America
2020,Papua New Guinea,23848445104,2446.084687,9749640.0,..,..,..,Oceania
2020,Paraguay,35432178068,5353.348065,6618695.0,24.52182007,..,..,South America
2020,Peru,2.0141E+11,6047.475464,33304756.0,15.51387978,..,..,South America
2020,Poland,5.99443E+11,15816.81905,37899070.0,10.60445213,..,70.97303772,Europe
2020,Portugal,2.29032E+11,22242.40642,10297081.0,9.607213974,..,67.79801941,Europe
2020,Puerto Rico,1.03131E+11,31427.42911,3281557.0,..,..,..,North America
2020,Romania,2.51363E+11,13047.45666,19265250.0,8.800739288,..,53.47879028,Europe
2020,Russian Federation,1.49308E+12,10108.32715,145245148.0,8.93504715,..,59.06021118,Europe
2020,Rwanda,10174387614,773.9318006,13146362.0,10.7840004,..,7.24450016,Africa
2020,Samoa,868898358.3,4042.722752,214929.0,16.21500015,..,16.38699913,Oceania
2020,San Marino,1541247884,45321.48922,34007.0,6.564468861,..,53.75,Europe
2020,Sao Tome and Principe,471229484.6,2155.265868,218641.0,16.12599945,..,..,Africa
2020,Senegal,24530513038,1492.475903,16436120.0,22.47900009,..,14.22854042,Africa
2020,Serbia,53356484591,7733.803469,6899126.0,..,..,68.57550812,Europe
2020,Seychelles,1382551752,14041.47541,98462.0,6.68331337,..,12.69363022,Africa
2020,Sierra Leone,4062906266,493.4322406,8233970.0,34.24000168,..,..,Africa
2020,Sint Maarten (Dutch part),1236428101,30642.57994,40350.0,..,..,..,North America
2020,Slovak Republic,1.06738E+11,19553.26096,5458827.0,9.939613342,..,48.37900162,Europe
2020,Slovenia,53734526854,25558.42905,2102419.0,11.12562847,..,75.81668091,Europe
2020,Solomon Islands,1536145814,2222.462119,691191.0,..,..,..,Oceania
2020,Somalia,9204140383,556.578066,16537016.0,..,..,..,Africa
2020,South Sudan,..,..,10606227.0,5.547999859,..,..,Africa
2020,Spain,1.27813E+12,26984.29628,47365655.0,9.022061348,..,90.95484924,Europe
2020,St. Kitts and Nevis,883922222.2,18553.42392,47642.0,..,..,..,North America
2020,St. Lucia,1497825994,8356.678555,179237.0,14.39326954,..,16.90415001,North America
2020,St. Martin (French part),..,..,32553.0,..,..,..,North America
2020,St. Vincent and the Grenadines,869111111.1,8306.360493,104632.0,13,..,..,North America
2020,Sudan,27034593750,608.3325195,44440486.0,..,..,..,Africa
2020,Suriname,2911807496,4796.533314,607065.0,13.94200039,..,..,South America
2020,Sweden,5.47054E+11,52837.90398,10353442.0,13.43839073,..,79.11963654,Europe
2020,Switzerland,7.41999E+11,85897.78433,8638167.0,14.23840714,..,68.06764221,Europe
2020,Syrian Arab Republic,11155888304,537.0483709,20772595.0,..,..,..,Asia
2020,Tajikistan,8133963551,852.3302021,9543207.0,..,..,..,Asia
2020,Tanzania,66068737786,1104.164429,61704518.0,13.62899971,..,7.508999825,Africa
2020,Timor-Leste,2162619200,1663.559629,1299995.0,6.956999779,..,..,Asia
2020,Togo,7400284168,876.5429724,8442580.0,18.14299965,..,15.0659399,Africa
2020,Tonga,484796854.9,4605.970841,105254.0,10.73200035,..,20.23699951,Oceania
2020,Trinidad and Tobago,20807571314,13705.90023,1518147.0,11.71627045,..,..,North America
2020,Tunisia,42491816476,3493.897738,12161723.0,..,..,33.13193893,Africa
2020,Turkmenistan,45818000000,7330.366288,6250438.0,27.99839973,..,14.34871006,Asia
2020,Turks and Caicos Islands,774653669.3,17496.01747,44276.0,12.51099968,..,..,North America
2020,Tuvalu,51746594.31,4674.911403,11069.0,..,..,..,Oceania
2020,Uganda,37600368240,846.7672026,44404611.0,8.529000282,..,..,Africa
2020,Ukraine,1.56618E+11,3751.737305,44207754.0,13.27300739,..,82.13459778,Europe
2020,Uruguay,53668636568,15651.00338,3429086.0,13.88136959,..,64.93321991,South America
2020,Uzbekistan,60224701297,1759.307471,34232050.0,21.8166008,..,16.28199959,Asia
2020,Vanuatu,909421043.5,2917.756849,311685.0,5.011050224,..,..,Oceania
2020,"Venezuela, RB",..,..,28490453.0,..,..,..,South America
2020,Viet Nam,3.46616E+11,3586.347176,96648685.0,14.47200012,..,..,Asia
2020,Virgin Islands (U.S.),4189000000,39411.04525,106290.0,..,..,..,North America
2020,West Bank and Gaza,15531700000,3233.568638,4803269.0,..,..,44.84114075,Asia
2020,"Yemen, Rep.",..,626.3091689,32284046.0,..,..,..,Asia
2020,Zambia,18137764931,958.2649005,18927715.0,12.37800026,..,..,Africa
2020,Zimbabwe,21509698406,1372.696674,15669666.0,15.66699982,..,9.723999977,Africa
2021,China,1.78205E+13,12617.5051,1412360000.0,10.85031796,..,67.38761902,Asia
2021,India,3.16727E+12,2250.179018,1407563842.0,14.64700031,..,31.5739994,Asia
2021,Indonesia,1.18651E+12,4334.231454,273753191.0,16.06781578,..,41.0019989,Asia
2021,"Korea, Rep.",1.81843E+12,35125.5225,51769539.0,14.31000042,..,100.3176804,Asia
2021,Saudi Arabia,8.74156E+11,24315.61533,35950396.0,..,..,74.39248657,Asia
2021,Turkiye,8.19865E+11,9743.213131,84147318.0,8.809844971,..,125.7637863,Asia
2021,United Kingdom,3.14151E+12,46869.75906,67026292.0,11.23247051,..,77.01316071,Europe
2021,United States,2.3594E+13,71055.87619,332048977.0,..,..,84.85508728,North America
2021,Brunei Darussalam,14006496617,31448.91275,445373.0,..,..,..,Asia
2021,Israel,4.88527E+11,52129.51596,9371400.0,18.4275074,..,58.99428177,Asia
2021,Kuwait,1.41777E+11,33358.46315,4250114.0,..,..,61.55804825,Asia
2021,Monaco,8626081321,235132.7842,36686.0,5.873690128,..,..,Europe
2021,Oman,88191977373,19509.46646,4520471.0,..,..,43.8433609,Asia
2021,Qatar,1.79732E+11,66858.74172,2688235.0,..,..,31.28140068,Asia
2021,Singapore,4.34112E+11,79601.41296,5453566.0,13.06482029,..,97.09890747,Asia
2021,United Arab Emirates,4.15179E+11,44332.34005,9365145.0,14.75561047,..,..,Asia
2021,Afghanistan,14266499430,355.7778264,40099462.0,..,..,..,Asia
2021,Bangladesh,4.16272E+11,2457.964466,169356251.0,10.22099972,..,23.39999962,Asia
2021,"Egypt, Arab Rep.",4.24672E+11,3886.722498,109262178.0,..,..,..,Africa
2021,"Iran, Islamic Rep.",3.59097E+11,4084.200305,87923432.0,..,..,55.798069,Asia
2021,Iraq,2.09692E+11,4816.784834,43533592.0,..,..,..,Asia
2021,Jordan,46296100141,4152.757954,11148278.0,9.720990181,..,33.49145126,Asia
2021,Lebanon,23131941557,4136.146575,5592631.0,..,..,58.44414139,Asia
2021,Malaysia,3.73832E+11,11134.62295,33573874.0,20.46299934,..,40.91400146,Asia
2021,Pakistan,3.48517E+11,1506.108293,231402117.0,7.816999912,..,12.59799957,Asia
2021,Philippines,3.94087E+11,3460.539382,113880328.0,16.71899986,..,34.89099884,Asia
2021,South Africa,4.20118E+11,7073.612754,59392255.0,18.48597908,..,25.35660934,Africa
2021,Sri Lanka,88609332762,3999.338002,22156000.0,5.039000034,..,21.36300087,Asia
2021,Thailand,5.06256E+11,7070.512507,71601103.0,11.87624741,..,49.66899872,Asia
2021,Bahrain,39288670213,26850.00339,1463265.0,9.081000328,..,70.76303101,Asia
2021,"Hong Kong SAR, China",3.68954E+11,49770.56424,7413100.0,14.85682678,..,97.3813324,Asia
2021,Albania,17930565119,6377.203096,2811666.0,9.833778381,..,60.31758118,Europe
2021,Algeria,1.86265E+11,4216.251285,44177969.0,16.0510006,..,54.20999146,Africa
2021,American Samoa,750000000,16653.71378,45035.0,..,..,..,Oceania
2021,Andorra,3324683012,42066.49052,79034.0,6.349999905,..,15.20427036,Europe
2021,Angola,66505129988,1927.474078,34503774.0,6.920000076,..,..,Africa
2021,Antigua and Barbuda,1601366667,17178.54372,93219.0,6.860000134,..,..,North America
2021,Argentina,4.87903E+11,10650.86046,45808747.0,12.28489971,..,107.130661,South America
2021,Armenia,13878908629,4972.783204,2790974.0,9.667304039,..,58.75630951,Asia
2021,Aruba,3103184102,29127.75938,106537.0,..,..,..,North America
2021,Australia,1.55903E+12,60697.24544,25685412.0,13.14539528,..,112.6882935,Oceania
2021,Austria,4.79295E+11,53517.89045,8955797.0,8.811378479,..,93.94007111,Europe
2021,Azerbaijan,54825411765,5408.045352,10137750.0,10.78862762,..,38.86608124,Asia
2021,"Bahamas, The",11368900000,27871.37233,407906.0,12.28199959,..,..,North America
2021,Barbados,4945276000,17586.33001,281200.0,14.84473038,..,..,North America
2021,Belarus,69673747132,7489.718947,9302585.0,12.36244392,..,73.95913696,Europe
2021,Belgium,6.00904E+11,51863.83116,11586195.0,11.31968021,..,82.6882019,Europe
2021,Belize,2424575179,6060.968223,400031.0,17.95356941,..,23.51840019,North America
2021,Benin,17687623530,1360.911474,12996895.0,17.59600067,..,10.23151016,Africa
2021,Bermuda,7286607000,114274.622,63764.0,12.02099991,..,..,North America
2021,Bhutan,2768802803,3561.225287,777486.0,15.71000004,..,17.70599937,Asia
2021,Bolivia,40406111693,3345.023002,12079472.0,23.14578056,..,..,South America
2021,Bosnia and Herzegovina,23672712242,7237.274463,3270943.0,..,..,43.57767868,Europe
2021,Botswana,18750946600,7244.158548,2588423.0,..,..,22.90464973,Africa
2021,Brazil,1.67065E+12,7794.880979,214326223.0,..,..,56.83061981,South America
2021,British Virgin Islands,..,..,31122.0,10.84599972,..,32.70713043,North America
2021,Bulgaria,84041493016,12219.34187,6877743.0,10.56167126,..,74.02764893,Europe
2021,Burkina Faso,19643166854,888.8036109,22100683.0,21.56200027,..,9.36093998,Africa
2021,Burundi,2775798697,221.1578034,12551213.0,20.43899918,..,6.287000179,Africa
2021,Cabo Verde,2051842610,3489.973397,587925.0,15.11299992,..,..,Africa
2021,Cambodia,26961061152,1625.235021,16589023.0,15.73600006,..,13.8760004,Asia
2021,Cameroon,44993521774,1654.257037,27198628.0,15.04800034,..,..,Africa
2021,Canada,2.00747E+12,52496.84417,38239864.0,11.05468845,..,77.80229187,North America
2021,Cayman Islands,6060026510,88940.15659,68136.0,..,..,48.17900085,North America
2021,Central African Republic,2516498412,461.137511,5457154.0,9.088999748,..,..,Africa
2021,Chad,11779981332,685.690315,17179740.0,15.36017036,..,..,Africa
2021,Channel Islands,11138490592,64502.53118,172683.0,..,..,..,Europe
2021,Chile,3.15515E+11,16185.91477,19493184.0,..,..,96.22279358,South America
2021,Colombia,3.18525E+11,6182.955944,51516562.0,11.55000019,..,58.31592178,South America
2021,Comoros,1296089480,1577.470841,821625.0,10.28600025,..,..,Africa
2021,"Congo, Dem. Rep.",55328482784,576.9747294,95894118.0,21.61199951,..,..,Africa
2021,"Congo, Rep.",14825690210,2540.470024,5835806.0,17.87800026,..,..,Africa
2021,Costa Rica,64960725734,12604.04884,5153957.0,20.08245659,..,..,North America
2021,Cote d'Ivoire,72794636654,2649.173048,27478249.0,16.26627922,..,..,Africa
2021,Croatia,69602166351,17943.41513,3878981.0,10.7206068,..,72.33335876,Europe
2021,Cuba,..,..,11256372.0,15.96700001,..,51.07854843,North America
2021,Curacao,2739608133,17980.08869,152369.0,15.27700043,..,15.74499989,North America
2021,Cyprus,29482912835,32745.83984,1244188.0,12.73620987,..,96.53778839,Asia
2021,Czechia,2.81791E+11,26822.51419,10505772.0,10.87690353,..,69.10617828,Europe
2021,Denmark,4.05688E+11,69268.6518,5856733.0,11.888381,..,83.98229218,Europe
2021,Djibouti,3385825229,3062.551482,1105557.0,..,..,..,Africa
2021,Dominica,555266666.7,7668.158132,72412.0,7.767000198,..,..,North America
2021,Dominican Republic,94243425938,8476.749639,11117873.0,19.59399986,..,58.62807846,North America
2021,Ecuador,1.07435E+11,6036.447274,17797737.0,9.756010056,..,..,South America
2021,El Salvador,29043140000,4599.678786,6314167.0,11.96135902,..,..,North America
2021,Equatorial Guinea,12215878033,7473.926061,1634466.0,..,..,..,Africa
2021,Eritrea,..,..,3620312.0,..,..,..,Africa
2021,Estonia,36864792512,27698.47935,1330932.0,14.25197411,..,73.15020752,Europe
2021,Eswatini,4850842541,4068.57379,1192271.0,15.3409996,..,..,Africa
2021,Ethiopia,1.11262E+11,925.0006976,120283026.0,23.56200027,..,..,Africa
2021,Faroe Islands,3655063938,69108.20658,52889.0,..,..,..,Europe
2021,Fiji,4305031650,4656.051362,924610.0,14.46399975,..,..,Oceania
2021,Finland,2.9647E+11,53504.69365,5541017.0,10.23112202,..,100.8680725,Europe
2021,France,2.95936E+12,43671.30841,67764304.0,8.875411034,..,68.97485352,Europe
2021,French Polynesia,6150640646,20230.24105,304032.0,..,..,..,Oceania
2021,Gabon,20217946921,8635.797144,2341179.0,15.35499954,..,..,Africa
2021,"Gambia, The",2014158843,762.9632317,2639916.0,15.62199974,..,..,Africa
2021,Georgia,18853115589,5083.606955,3708610.0,12.46901035,..,76.82131195,Asia
2021,Germany,4.2785E+12,51426.75037,83196078.0,9.0661726,..,75.6655426,Europe
2021,Ghana,79524421861,2422.085913,32833031.0,12.16699982,..,19.18631935,Africa
2021,Gibraltar,..,..,32669.0,7.618000031,..,..,Europe
2021,Greece,2.14668E+11,20310.68248,10569207.0,7.111895561,..,150.201767,Europe
2021,Greenland,3235809504,57116.29577,56653.0,..,..,..,North America
2021,Grenada,1122800000,9010.5128,124610.0,10.05900002,..,..,North America
2021,Guam,6234000000,36555.76014,170534.0,..,..,..,Oceania
2021,Guatemala,86053083476,5029.477555,17109746.0,19.55177879,..,..,North America
2021,Guinea,16091817842,1189.175999,13531906.0,11.50199986,..,6.718999863,Africa
2021,Guinea-Bissau,1724555634,836.8700248,2060721.0,..,..,..,Africa
2021,Guyana,8041362110,9994.645704,804567.0,..,..,..,South America
2021,Haiti,20877414953,1823.742224,11447569.0,16.10700035,..,..,North America
2021,Honduras,28144331507,2738.21627,10278345.0,..,..,..,North America
2021,Hungary,1.8211E+11,18755.10235,9709891.0,10.36329174,..,56.52434921,Europe
2021,Iceland,25797870984,69252.31124,372520.0,15.40631294,..,86.52320862,Europe
2021,Ireland,5.13392E+11,102001.7982,5033164.0,12.02367306,..,78.77760315,Europe
2021,Isle of Man,7931193222,94124.26833,84263.0,..,..,..,Europe
2021,Italy,2.15488E+12,36441.0598,59133173.0,7.437161922,..,71.287117,Europe
2021,Jamaica,14657586159,5183.58103,2827695.0,17.41790009,..,..,North America
2021,Japan,5.03462E+12,40058.53733,125681593.0,7.427923203,..,63.17026901,Asia
2021,Kazakhstan,1.97112E+11,10270.88734,19191356.0,24.0871315,..,..,Asia
2021,Kenya,1.09704E+11,2069.661129,53005614.0,..,..,19.98500061,Africa
2021,Kiribati,289207526.3,2244.110731,128874.0,12.90967941,..,..,Oceania
2021,"Korea, Dem. People's Rep.",..,..,25971909.0,..,..,..,Asia
2021,Kosovo,9413403724,5270.55064,1786038.0,..,..,..,Europe
2021,Kyrgyz Republic,9249133946,1365.508304,6773400.0,19.71117401,..,52.52500153,Asia
2021,Lao PDR,18827148531,2535.623434,7425057.0,10.76000023,..,12.45899963,Asia
2021,Latvia,39443126174,20930.39824,1884490.0,12.65317726,..,93.4839325,Europe
2021,Lesotho,2406780519,1054.93274,2281454.0,14.38799953,..,..,Africa
2021,Liberia,3513049520,676.442927,5193416.0,7.36619997,..,..,Africa
2021,Libya,47786789104,7094.99982,6735277.0,..,..,..,Africa
2021,Liechtenstein,7710380086,197504.5489,39039.0,..,..,46.01895905,Europe
2021,Lithuania,66798933786,23849.6157,2800839.0,12.74449539,..,71.90931702,Europe
2021,Luxembourg,85584105994,133711.7944,640064.0,11.00318336,..,20.73414993,Europe
2021,"Macao SAR, China",30969334705,45104.89218,686607.0,12.8669157,..,98.96961975,Asia
2021,Madagascar,14554754117,503.3520812,28915653.0,15.51599979,..,5.581999779,Africa
2021,Malawi,12580922008,632.5331926,19889742.0,..,..,2.411000013,Africa
2021,Maldives,5254366312,10076.31753,521457.0,10.03299999,..,..,Asia
2021,Mali,19309463508,881.5100887,21904983.0,16.21821022,..,..,Africa
2021,Malta,18123718947,34951.70817,518536.0,12.65894127,..,73.02269745,Europe
2021,Marshall Islands,257784881.6,6130.437137,42050.0,22.87000084,..,..,Oceania
2021,Mauritania,9222536364,1998.394003,4614974.0,9.104820251,..,..,Africa
2021,Mauritius,11484348766,9068.97293,1266334.0,11.66645622,..,43.95907974,Africa
2021,Mexico,1.31307E+12,10363.19272,126705138.0,..,..,45.65061951,North America
2021,"Micronesia, Fed. Sts.",390000000,3447.33097,113131.0,..,..,..,Oceania
2021,Moldova,13691869264,5274.605822,2595809.0,16.33657837,..,61.30234146,Europe
2021,Mongolia,15286441738,4566.14013,3347782.0,9.987043381,..,64.45899963,Asia
2021,Montenegro,5861427505,9465.96153,619211.0,..,..,56.82814026,Europe
2021,Morocco,1.41818E+11,3767.524902,37076584.0,23.75600052,..,42.82289124,Africa
2021,Mozambique,16168055475,504.0377587,32077072.0,18.76000023,..,..,Africa
2021,Myanmar,66345291160,1233.22777,53798084.0,..,..,..,Asia
2021,Namibia,12402486184,4901.875889,2530151.0,25.13500023,..,..,Africa
2021,Nauru,175390280.7,14018.88584,12511.0,..,..,..,Oceania
2021,Nepal,36924841394,1229.394204,30034989.0,12.82202911,..,14.38399982,Asia
2021,Netherlands,1.02968E+12,58727.87055,17533044.0,11.01996231,..,88.95426178,Europe
2021,New Caledonia,10071349664,37247.49312,270390.0,..,..,..,Oceania
2021,New Zealand,2.53644E+11,49624.18167,5111300.0,14.28818035,..,79.41288757,Oceania
2021,Nicaragua,14144067556,2064.664619,6850540.0,..,..,19.89999962,North America
2021,Niger,14915002436,590.6294948,25252722.0,11.95300007,..,..,Africa
2021,Nigeria,4.40839E+11,2065.77441,213401323.0,..,..,..,Africa
2021,North Macedonia,14000283827,7620.80297,1837114.0,..,..,40.54917145,Europe
2021,Northern Mariana Islands,..,..,49481.0,..,..,..,Oceania
2021,Norway,5.03368E+11,93072.89251,5408320.0,10.26693344,..,93.92430115,Europe
2021,Palau,229858184.8,12752.8953,18024.0,..,..,..,Oceania
2021,Panama,67406738100,15491.2898,4351267.0,9.340000153,..,53.04459,North America
2021,Papua New Guinea,26113333240,2624.60411,9949437.0,..,..,..,Oceania
2021,Paraguay,39950899939,5959.441794,6703799.0,23.63689995,..,..,South America
2021,Peru,2.26354E+11,6713.662054,33715471.0,16.70947075,..,..,South America
2021,Poland,6.81346E+11,18050.27789,37747124.0,11.16927338,..,70.9335022,Europe
2021,Portugal,2.55535E+11,24661.16649,10361831.0,9.709188461,..,71.8742981,Europe
2021,Puerto Rico,1.06427E+11,32619.25042,3262693.0,..,..,..,North America
2021,Romania,2.8581E+11,14946.62497,19122059.0,8.14435482,..,55.26560974,Europe
2021,Russian Federation,1.84339E+12,12521.52246,144746762.0,..,..,57.12604141,Europe
2021,Rwanda,11069280277,822.2680412,13461888.0,15.53223991,..,6.997000217,Africa
2021,Samoa,843923638.7,3857.689742,218764.0,..,..,17.5720005,Oceania
2021,San Marino,1855382833,54982.45171,33745.0,7.897803307,..,56.70391083,Europe
2021,Sao Tome and Principe,524402450.8,2350.452701,223107.0,16.58399963,..,..,Africa
2021,Senegal,27520784130,1630.695072,16876720.0,21.52499962,..,15.73433018,Africa
2021,Serbia,63101042898,9232.957705,6834326.0,7.086689949,..,69.29070282,Europe
2021,Seychelles,1487173795,14982.91115,99258.0,..,..,15.47105026,Africa
2021,Sierra Leone,4249234704,504.6212876,8420641.0,33.42000198,..,..,Africa
2021,Sint Maarten (Dutch part),1353071061,33238.45587,40708.0,..,..,..,North America
2021,Slovak Republic,1.18563E+11,21765.7225,5447247.0,9.352379799,..,50.73424911,Europe
2021,Slovenia,61832201544,29331.0647,2108079.0,11.50174236,..,82.24004364,Europe
2021,Solomon Islands,1522794913,2151.293017,707851.0,..,..,..,Oceania
2021,Somalia,9838711529,576.5236782,17065581.0,..,..,..,Africa
2021,South Sudan,..,..,10748272.0,11.20800018,..,..,Africa
2021,Spain,1.44565E+12,30488.82095,47415794.0,9.178600311,..,94.59037781,Europe
2021,St. Kitts and Nevis,858622222.2,18036.00853,47606.0,6.199419975,..,..,North America
2021,St. Lucia,1834796402,10213.11544,179651.0,14.46800041,..,..,North America
2021,St. Martin (French part),649206262.8,20320.71688,31948.0,..,..,..,North America
2021,St. Vincent and the Grenadines,872225925.9,8360.099739,104332.0,..,..,..,North America
2021,Sudan,34229513775,749.7067871,45657202.0,..,..,..,Africa
2021,Suriname,3081401726,5026.879493,612985.0,..,..,8.801739693,South America
2021,Sweden,6.39715E+11,61417.68088,10415811.0,13.53193951,..,85.94261932,Europe
2021,Switzerland,8.13409E+11,93446.43445,8704546.0,14.55084133,..,71.89392853,Europe
2021,Syrian Arab Republic,8980060819,421.1173452,21324367.0,..,..,..,Asia
2021,Tajikistan,8937805347,916.6919671,9750064.0,20.40312958,..,..,Asia
2021,Tanzania,70655628148,1146.031982,63588334.0,13.5369997,..,3.707999945,Africa
2021,Timor-Leste,3621958000,2741.95082,1320942.0,7.471000195,..,..,Asia
2021,Togo,8342243646,964.99811,8644829.0,17.45299911,..,..,Africa
2021,Tonga,469228219.7,4425.971492,106017.0,10.11699963,..,..,Oceania
2021,Trinidad and Tobago,24496505941,16056.30204,1525663.0,10.02651978,..,..,North America
2021,Tunisia,46812290143,3817.377174,12262946.0,..,..,33.8982811,Africa
2021,Turkmenistan,50007428571,7885.299896,6341855.0,29.08345032,..,16.41584015,Asia
2021,Turks and Caicos Islands,1045782454,23180.88517,45114.0,12.56857014,..,..,North America
2021,Tuvalu,60196405.71,5372.760239,11204.0,..,..,..,Oceania
2021,Uganda,40529788744,883.8920262,45853778.0,8.215000153,..,..,Africa
2021,Ukraine,1.99766E+11,4827.845703,43848986.0,14.25187588,..,75.90794373,Europe
2021,Uruguay,60760798596,17733.85516,3426260.0,14.77762032,..,75.17138672,South America
2021,Uzbekistan,69600614987,1993.424478,34915100.0,21.43250847,..,21.79199982,Asia
2021,Vanuatu,950394006.5,2978.012598,319137.0,..,..,..,Oceania
2021,"Venezuela, RB",..,..,28199867.0,..,..,..,South America
2021,Viet Nam,3.66475E+11,3759.948329,97468029.0,14.81700039,..,38.8730011,Asia
2021,Virgin Islands (U.S.),4444000000,41976.00831,105870.0,..,..,..,North America
2021,West Bank and Gaza,18109000000,3678.635657,4922749.0,..,..,43.51065063,Asia
2021,"Yemen, Rep.",..,583.8490413,32981641.0,..,..,..,Asia
2021,Zambia,22096416932,1134.713454,19473125.0,..,..,..,Africa
2021,Zimbabwe,28371238666,1773.920411,15993524.0,..,..,..,Africa
2022,China,1.78818E+13,12662.58317,1412175000.0,10.50490284,..,71.98155212,Asia
2022,India,3.35347E+12,2366.309609,1417173173.0,..,..,32.66999817,Asia
2022,Indonesia,1.31908E+12,4787.912364,275501339.0,13.93261433,..,42.63317108,Asia
